Agency,City,State,Legacy NTD ID,NTD ID,Organization Type,NTD Reporter Type,Primary UZA Population,Agency VOMS,Mode,Type of Service,Mode VOMS,Mode VOMS Questionable,Max Trains in Operation,Max Trains in Operation Questionable,Average Speed (mi/hr),Average Speed (mi/hr) Questionable,Average Passenger Trip Length (mi),Average Passenger Trip Length (mi) Questionable,Passengers per Hour,Passengers per Hour Questionable,Scheduled Vehicle Revenue Miles,Scheduled Vehicle Revenue Miles Questionable,Vehicle Miles,Vehicle Miles Questionable,Vehicle Revenue Miles,Vehicle Revenue Miles Questionable,Deadhead Miles, Deadhead Miles Questionable ,Vehicle Hours, Vehicle Hours Questionable ,Vehicle Revenue Hours, Vehicle Revenue Hours Questionable ,Deadhead Hours, Deadhead Hours Questionable ,Train Miles, Train Miles Questionable ,"Train 
Revenue
Miles", Train Revenue Miles Questionable ,Train Hours, Train Hours Questionable ,"Train 
Revenue 
Hours", Train Revenue Hours Questionable ,Unlinked Passenger Trips, Unlinked Passenger Trips Questionable ,Passenger Miles,Passenger Miles Questionable,Directional Route Miles,Directional Route Miles Questionable,Any data questionable
Licking Bridge Builders Senior Center,Licking ,MO,7R03-008,7R03-70099,Private-Non-Profit Corporation,Rural Reporter,0,2,DR,DO,2,,0,,16.92,, -   ,,0.54,,0,,0,,32572,,0,,0,,1925,,0,,0,,0,,0,,0,,1031,,0,,0,,No
"Wasco, City of",Wasco,CA,9R02-028,9R02-99426,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DR,DO,2,,0,,10.68,, -   ,,8,,0,,0,,25105,,0,,0,,2350,,0,,0,,0,,0,,0,,18805,,0,,0,,No
City of Huntingburg,Huntingburg,IN,5R02-009,5R02-50354,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DR,DO,2,,0,,5.54,, -   ,,2.33,,0,,0,,14042,,0,,0,,2535,,0,,0,,0,,0,,0,,5917,,0,,0,,No
Sisseton-Wahpeton Oyate,Agency Village,SD,,88201,Tribe,Reduced Reporter,0,2,DR,PT,2,,0,,11.31,, -   ,,2.25,,0,,0,,20216,,0,,0,,1787,,0,,0,,0,,0,,0,,4026,,0,,0,,No
Forest County Potawatomi Community,Crandon,WI,5T14,50014,Tribe,Reduced Reporter,0,2,DR,DO,2,,0,,39.35,, -   ,,3.41,,0,,0,,23453,,0,,0,,596,,0,,0,,0,,0,,0,,2030,,0,,0,,No
City of Bloomfield,Bloomfield,MO,7R03-001,7R03-70067,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DR,DO,2,,0,,3.08,, -   ,,3.93,,0,,0,,3216,,0,,0,,1044,,0,,0,,0,,0,,0,,4107,,0,,0,,No
Taliaferro County Board of Commissioners,Crawfordville,GA,4R03-030,4R03-41046,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DR,DO,2,,0,,10.69,, -   ,,0.83,,0,,0,,28530,,0,,0,,2670,,0,,0,,0,,0,,0,,2212,,0,,0,,No
Meeteetse Recreation District,Meeteetse,WY,8R05-042,8R05-80222,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DR,DO,2,,0,,35.74,, -   ,,9.93,,0,,0,,6075,,0,,0,,170,,0,,0,,0,,0,,0,,1688,,0,,0,,No
City of Monrovia,Monrovia,CA,,90285,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996",2,DR,PT,2,,0,,5.97,, -   ,,1.69,,0,,0,,29824,,0,,0,,4997,,0,,0,,0,,0,,0,,8437,,0,,0,,No
"City of Glenwood Springs, dba: Ride Glenwood Springs",Glenwood Springs,CO,8R01-007,8R01-80258,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,MB,DO,2,,0,,12.11,, -   ,,12.48,,0,,0,,103582,,0,,0,,8553,,0,,0,,0,,0,,0,,106699,,0,,0,,No
Alpine County Local Transportation Commission,Markleeville,CA,9R02-055,9R02-91116,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DR,DO,2,,0,,21.64,, -   ,,0.71,,0,,0,,17120,,0,,0,,791,,0,,0,,0,,0,,0,,558,,0,,0,,No
Carroll County Wellness Transit,Carrollton,KY,,4R04-44939,Private-Non-Profit Corporation,Rural Reporter,0,2,DR,DO,2,,0,,9.32,, -   ,,1.05,,0,,0,,23067,,0,,0,,2474,,0,,0,,0,,0,,0,,2604,,0,,0,,No
Susanville Indian Rancheria,Susanville,CA,9T08,99256,Tribe,Reduced Reporter,0,2,MB,DO,1,,0,,15.8,, -   ,,0.41,,0,,0,,4472,,0,,0,,283,,0,,0,,0,,0,,0,,115,,0,,0,,No
City of Hartford,Hartford,WI,5210,50210,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"68,444",2,DR,DO,2,,0,,4.43,, -   ,,2.38,,0,,0,,21895,,0,,0,,4948,,0,,0,,0,,0,,0,,11776,,0,,0,,No
City of Ojai,Ojai,CA,9R02-004,9R02-91058,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,MB,DO,2,,0,,12.79,, -   ,,9.71,,0,,0,,81200,,0,,0,,6350,,0,,0,,0,,0,,0,,61650,,0,,0,,No
Pottawatomie County,Westmoreland,KS,7R02-019,7R02-70122,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DR,DO,2,,0,,10.79,, -   ,,2.61,,0,,0,,28831,,0,,0,,2673,,0,,0,,0,,0,,0,,6974,,0,,0,,No
Susanville Indian Rancheria,Susanville,CA,9T08,99256,Tribe,Reduced Reporter,0,2,DR,DO,1,,0,,25.04,, -   ,,0.37,,0,,0,,8512,,0,,0,,340,,0,,0,,0,,0,,0,,125,,0,,0,,No
City of Malibu,Malibu,CA,,90282,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996",2,DR,PT,2,,0,,19.31,, -   ,,2.26,,0,,0,,11141,,0,,0,,577,,0,,0,,0,,0,,0,,1305,,0,,0,,No
City of Port Jervis,Port Jervis,NY,2R02-012,2R02-20988,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DR,DO,2,,0,,10.34,, -   ,,5.13,,0,,0,,11223,,0,,0,,1085,,0,,0,,0,,0,,0,,5564,,0,,0,,No
Lumpkin County,Dahlonega,GA,4R03-010,4R03-41158,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DR,DO,2,,0,,11.21,, -   ,,2.34,,0,,0,,18701,,0,,0,,1668,,0,,0,,0,,0,,0,,3898,,0,,0,,No
Wildrose Public Transportation,Wildrose,ND,,8R03-88222,Private-Non-Profit Corporation,Rural Reporter,0,2,DR,DO,2,,0,,23.59,, -   ,,1.22,,0,,0,,43199,,0,,0,,1831,,0,,0,,0,,0,,0,,2238,,0,,0,,No
"Daniels Memorial Healthcare Foundation, dba: Daniels County Transportation ",Scobey,MT,8R02-024,8R02-80205,Private-Non-Profit Corporation,Rural Reporter,0,2,DR,DO,2,,0,,14.09,, -   ,,1.24,,0,,0,,10888,,0,,0,,773,,0,,0,,0,,0,,0,,956,,0,,0,,No
Towns County,Hiawassee,GA,4R03-100,4R03-41033,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DR,DO,2,,0,,11.36,, -   ,,0.81,,0,,0,,32024,,0,,0,,2818,,0,,0,,0,,0,,0,,2278,,0,,0,,No
"Town of Altavista, dba: Altavista Community Transit System",Altavista,VA,3R06-051,3R06-30157,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,MB,DO,2,,0,,16.44,, -   ,,5.62,,0,,0,,49667,,0,,0,,3021,,0,,0,,0,,0,,0,,16967,,0,,0,,No
City of Lawndale,Lawndale,CA,,90280,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996",2,MB,PT,2,,0,,10.75,, -   ,,4.71,,0,,0,,67033,,0,,0,,6237,,0,,0,,0,,0,,0,,29399,,0,,0,,No
City of La Junta,La Junta,CO,8R01-008,8R01-80225,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DR,DO,2,,0,,10.59,, -   ,,5.27,,0,,0,,21217,,0,,0,,2004,,0,,0,,0,,0,,0,,10559,,0,,0,,No
"County of Pierce, dba: Pierce County Ferry",Tacoma,WA,28,28,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,059,393",2,FB,PT,2,,0,,7.92,,4.06,,74.09,,"42,834",,"42,732",,42732,,0,,"5,397",,5397,,0,,0,,0,,0,,0,,399845,,"1,623,489",,8.6,,No
City of Smith Center,Smith Center,KS,7R02-121,7R02-70105,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DR,DO,2,,0,,17.78,, -   ,,4.76,,0,,0,,21466,,0,,0,,1207,,0,,0,,0,,0,,0,,5742,,0,,0,,No
"Bad River Band of Lake Superior Tribe of Chippewa, dba: Bad River Transit",Odanah,WI,5T12,55282,Tribe,Reduced Reporter,0,2,MB,DO,2,,0,,25.97,, -   ,,2.6,,0,,0,,206049,,0,,0,,7933,,0,,0,,0,,0,,0,,20655,,0,,0,,No
Confederated Tribes of the Colville Indian Reservation,Nespelem,WA,0T04,4,Tribe,Reduced Reporter,0,2,MB,DO,1,,0,,21.17,, -   ,,3.13,,0,,0,,22607,,0,,0,,1068,,0,,0,,0,,0,,0,,3343,,0,,0,,No
Shoshone County,Wallace,ID,,0R01-00404,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,MB,PT,1,,0,,20.89,, -   ,,12.6,,0,,0,,44870,,0,,0,,2148,,0,,0,,0,,0,,0,,27066,,0,,0,,No
Los Angeles County Dept. of Public Works - Willowbrook Shuttle,Alhambra,CA,,90278,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996",2,MB,PT,2,,0,,12.07,, -   ,,5.6,,0,,0,,79283,,0,,0,,6568,,0,,0,,0,,0,,0,,36813,,0,,0,,No
"City of Washington, dba: Washington Transit",Washington,IN,5R02-022,5R02-50302,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,MB,DO,1,,0,,12.51,, -   ,,7.52,,0,,0,,8134,,0,,0,,650,,0,,0,,0,,0,,0,,4887,,0,,0,,No
Kaser Bus Service,Monsey,NY,2176,20176,Private-For-Profit Corporation,Reduced Reporter,"18,351,295",2,CB,PT,2,,0,,54.93,, -   ,,14.26,,0,,0,,103870,,0,,0,,1891,,0,,0,,0,,0,,0,,26965,,0,,0,,No
Lake Area Bus,South Hill,VA,3R06-018,3R06-30142,Private-Non-Profit Corporation,Rural Reporter,0,2,DR,DO,2,,0,,10.34,, -   ,,2.23,,0,,0,,53874,,0,,0,,5208,,0,,0,,0,,0,,0,,11634,,0,,0,,No
Confederated Tribes of the Colville Indian Reservation,Nespelem,WA,0T04,4,Tribe,Reduced Reporter,0,2,FB,DO,1,,0,,4.66,, -   ,,27.59,,0,,0,,25506,,0,,0,,5468,,0,,0,,0,,0,,0,,150887,,0,,0,,No
"Independence, Inc.",Lawrence,KS,7R02-007,7R02-70201,Private-Non-Profit Corporation,Rural Reporter,0,2,DR,DO,2,,0,,15.58,, -   ,,1.29,,0,,0,,42780,,0,,0,,2745,,0,,0,,0,,0,,0,,3554,,0,,0,,No
Fort Belknap Indian Community,Harlem,MT,8T05,88170,Tribe,Reduced Reporter,0,2,MB,DO,2,,0,,31.26,, -   ,,3.96,,0,,0,,30763,,0,,0,,984,,0,,0,,0,,0,,0,,3898,,0,,0,,No
Chickaloon Native Village,Palmer,AK,0T30,30,Tribe,Reduced Reporter,0,2,DR,DO,2,,0,,18.76,, -   ,,1.38,,0,,0,,35974,,0,,0,,1918,,0,,0,,0,,0,,0,,2654,,0,,0,,No
Shoshone County,Wallace,ID,,0R01-00404,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DR,PT,1,,0,,44.55,, -   ,,3.93,,0,,0,,22764,,0,,0,,511,,0,,0,,0,,0,,0,,2007,,0,,0,,No
"City of Washington, dba: Washington Transit",Washington,IN,5R02-022,5R02-50302,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DR,DO,1,,0,,5.44,, -   ,,1.44,,0,,0,,9843,,0,,0,,1810,,0,,0,,0,,0,,0,,2604,,0,,0,,No
"Lummi Nation, dba: Lummi Indian Business Council",Bellingham,WA,0T11,95,Tribe,Reduced Reporter,0,2,MB,DO,2,,0,,7.69,, -   ,,2.05,,0,,0,,18812,,0,,0,,2445,,0,,0,,0,,0,,0,,5020,,0,,0,,No
City of Rice Lake,Rice Lake,WI,5R06-052,5R06-50218,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DR,PT,2,,0,,8.84,, -   ,,1.61,,0,,0,,13649,,0,,0,,1544,,0,,0,,0,,0,,0,,2486,,0,,0,,No
Bacon County,Alma,GA,4R03-101,4R03-41147,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DR,PT,2,,0,,14.55,, -   ,,1.46,,0,,0,,23734,,0,,0,,1631,,0,,0,,0,,0,,0,,2377,,0,,0,,No
Linn County,Mound City,KS,7R02-062,7R02-70096,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DR,DO,2,,0,,25.44,, -   ,,0.93,,0,,0,,29919,,0,,0,,1176,,0,,0,,0,,0,,0,,1092,,0,,0,,No
Morrill County Handi Bus,Bridgeport,NE,7R04-041,7R04-70203,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DR,DO,2,,0,,11.94,, -   ,,2.15,,0,,0,,11430,,0,,0,,957,,0,,0,,0,,0,,0,,2055,,0,,0,,No
"Granite Falls, City of",Granite Falls,MN,5R04-050,5R04-50245,Independent Public Agency or Authority of Transit Service,Rural Reporter,0,2,DR,DO,2,,0,,9.13,, -   ,,6.33,,0,,0,,17470,,0,,0,,1913,,0,,0,,0,,0,,0,,12109,,0,,0,,No
Union County Transit,Blairsville,GA,4R03-012,4R03-41145,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DR,DO,2,,0,,11,, -   ,,1.48,,0,,0,,32635,,0,,0,,2966,,0,,0,,0,,0,,0,,4383,,0,,0,,No
Leech Lake Band of Ojibwe,Cass Lake,MN,5T08,55258,Tribe,Reduced Reporter,0,2,DR,DO,2,,0,,19.97,, -   ,,8.82,,0,,0,,35752,,0,,0,,1790,,0,,0,,0,,0,,0,,15790,,0,,0,,No
Wolf Memorial Good Samaritan Center,Albion,NE,7R04-002,7R04-70202,Private-Non-Profit Corporation,Rural Reporter,0,2,DR,DO,2,,0,,11.52,, -   ,,1.82,,0,,0,,13433,,0,,0,,1166,,0,,0,,0,,0,,0,,2127,,0,,0,,No
Glasgow Transit System,Glasgow,KY,4R04-006,4R04-41083,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,MB,DO,2,,0,,12.4,, -   ,,2.51,,0,,0,,35723,,0,,0,,2882,,0,,0,,0,,0,,0,,7228,,0,,0,,No
City of Milton-Freewater,Milton Freewater,OR,63,63,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"55,805",2,MB,PT,1,,0,,14.92,, -   ,,3.21,,0,,0,,22734,,0,,0,,1524,,0,,0,,0,,0,,0,,4899,,0,,0,,No
Clintonville Transit Commission,Clintonville,WI,5R06-013,5R06-50409,Independent Public Agency or Authority of Transit Service,Rural Reporter,0,2,DR,PT,2,,0,,6.51,, -   ,,3.18,,0,,0,,21342,,0,,0,,3276,,0,,0,,0,,0,,0,,10402,,0,,0,,No
Elk Valley Rancheria,Crescent City,CA,,99452,Tribe,Reduced Reporter,0,2,DR,DO,2,,0,,14.15,, -   ,,0.29,,0,,0,,9030,,0,,0,,638,,0,,0,,0,,0,,0,,184,,0,,0,,No
"Schuyler, dba: Schuyler Public Transit",Schuyler,NE,7R04-012,7R04-70069,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DR,DO,2,,0,,5.3,, -   ,,2.66,,0,,0,,7729,,0,,0,,1458,,0,,0,,0,,0,,0,,3881,,0,,0,,No
Hart County Public Transit,Hartwell,GA,4R03-008,4R03-41144,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DR,DO,2,,0,,13.12,, -   ,,2.11,,0,,0,,46322,,0,,0,,3530,,0,,0,,0,,0,,0,,7440,,0,,0,,No
Can-Do Transportation,Cando,ND,8R03-037,8R03-80261,Private-Non-Profit Corporation,Rural Reporter,0,2,DR,DO,2,,0,,11.34,, -   ,,1.22,,0,,0,,36656,,0,,0,,3232,,0,,0,,0,,0,,0,,3930,,0,,0,,No
Republic County Transportation,Belleville,KS,7R02-030,7R02-70196,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DR,DO,2,,0,,9.57,, -   ,,10.66,,0,,0,,13040,,0,,0,,1363,,0,,0,,0,,0,,0,,14530,,0,,0,,No
City of Milton-Freewater,Milton Freewater,OR,63,63,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"55,805",2,DR,TX,1,,0,,9.53,, -   ,,6.15,,0,,0,,4670,,0,,0,,490,,0,,0,,0,,0,,0,,3012,,0,,0,,No
Sheridan County Public Transit,Chadron,NE,7R04-054,7R04-70058,Private-Non-Profit Corporation,Rural Reporter,0,2,DR,DO,2,,0,,36.75,, -   ,,4.49,,0,,0,,9040,,0,,0,,246,,0,,0,,0,,0,,0,,1105,,0,,0,,No
Rooks County Transportation Service,Plainville,KS,7R02-054,7R02-70088,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DR,DO,2,,0,,22.26,, -   ,,1.35,,0,,0,,61958,,0,,0,,2784,,0,,0,,0,,0,,0,,3772,,0,,0,,No
City of Phillipsburg,Phillipsburg,KS,7R02-047,7R02-70191,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DR,DO,2,,0,,27.13,, -   ,,8.83,,0,,0,,14950,,0,,0,,551,,0,,0,,0,,0,,0,,4867,,0,,0,,No
Los Angeles County Dept. of Public Works - King Medical Center Shuttle Service,Alhambra,CA,,90274,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996",2,MB,PT,2,,0,,5.01,, -   ,,6.22,,0,,0,,34252,,0,,0,,6842,,0,,0,,0,,0,,0,,42587,,0,,0,,No
West Feliciana Public Transit,Saint Francisville,LA,,6R02-66337,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DR,DO,2,,0,,24.46,, -   ,,1.94,,0,,0,,123660,,0,,0,,5055,,0,,0,,0,,0,,0,,9829,,0,,0,,No
Habersham County Transit,Clarkesville,GA,4R03-006,4R03-40994,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DR,DO,2,,0,,17.73,, -   ,,1.68,,0,,0,,71279,,0,,0,,4021,,0,,0,,0,,0,,0,,6774,,0,,0,,No
Lincoln County Public Transportation,Lincoln,KS,7R02-040,7R02-70087,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DR,DO,2,,0,,18.74,, -   ,,1.95,,0,,0,,10758,,0,,0,,574,,0,,0,,0,,0,,0,,1119,,0,,0,,No
Senior Center of Jackson Hole,Jackson,WY,8R05-037,8R05-80180,Private-Non-Profit Corporation,Rural Reporter,0,2,DR,DO,2,,0,,6.9,, -   ,,1.98,,0,,0,,5360,,0,,0,,777,,0,,0,,0,,0,,0,,1541,,0,,0,,No
Los Angeles County Dept. of Public Works - Florence-Firestone,Alhambra,CA,,90273,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996",2,MB,PT,2,,0,,8.95,, -   ,,26.28,,0,,0,,58784,,0,,0,,6568,,0,,0,,0,,0,,0,,172590,,0,,0,,No
Banks County Transit,Homer,GA,4R03-001,4R03-40985,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DR,DO,2,,0,,12.75,, -   ,,1,,0,,0,,40071,,0,,0,,3144,,0,,0,,0,,0,,0,,3153,,0,,0,,No
Rush County Public Transportation,La Crosse,KS,7R02-092,7R02-70086,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DR,DO,2,,0,,16.74,, -   ,,1.95,,0,,0,,17978,,0,,0,,1074,,0,,0,,0,,0,,0,,2097,,0,,0,,No
"County of Hyde, dba: Hyde County Transit",Swanquarter,NC,,4R06-44947,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,MB,PT,2,,0,,7.02,, -   ,,27.61,,0,,0,,7410,,0,,0,,1055,,0,,0,,0,,0,,0,,29131,,0,,0,,No
Kemmerer Senior Citizens Association,Kemmerer,WY,8R05-038,8R05-80178,Private-Non-Profit Corporation,Rural Reporter,0,2,DR,DO,2,,0,,5.01,, -   ,,0.75,,0,,0,,5842,,0,,0,,1165,,0,,0,,0,,0,,0,,875,,0,,0,,No
Rawlins County,Atwood,KS,,7R02-77076,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DR,DO,2,,0,,23.76,, -   ,,8.03,,0,,0,,9456,,0,,0,,398,,0,,0,,0,,0,,0,,3197,,0,,0,,No
City of Jefferson,Jefferson,WI,5R06-018,5R06-50396,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DR,PT,2,,0,,7.12,, -   ,,1.5,,0,,0,,53229,,0,,0,,7473,,0,,0,,0,,0,,0,,11231,,0,,0,,No
Norton County Senior Citizens,Norton,KS,7R02-048,7R02-70084,Private-Non-Profit Corporation,Rural Reporter,0,2,DR,DO,2,,0,,14.69,, -   ,,4.24,,0,,0,,11617,,0,,0,,791,,0,,0,,0,,0,,0,,3354,,0,,0,,No
Lac Courte Oreilles Band of Ojibwe,Hayward,WI,5T02,55240,Tribe,Reduced Reporter,0,2,DR,DO,2,,0,,16.74,, -   ,,2.14,,0,,0,,45791,,0,,0,,2735,,0,,0,,0,,0,,0,,5855,,0,,0,,No
City of Dania Beach,Dania,FL,,40261,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"5,502,379",2,MB,PT,2,,0,,11.38,, -   ,,5.3,,0,,0,,59943,,0,,0,,5269,,0,,0,,0,,0,,0,,27937,,0,,0,,No
Gove County Medical Center,Quinter,KS,7R02-052,7R02-70268,Private-Non-Profit Corporation,Rural Reporter,0,2,DR,DO,2,,0,,25.21,, -   ,,0.72,,0,,0,,43253,,0,,0,,1716,,0,,0,,0,,0,,0,,1227,,0,,0,,No
Shoshone and Arapaho Tribes DOT,Fort Washakie,WY,8T15,80015,Tribe,Reduced Reporter,0,2,DR,DO,2,,0,,13.28,, -   ,,1.05,,0,,0,,29338,,0,,0,,2210,,0,,0,,0,,0,,0,,2321,,0,,0,,No
Cedar Area Transportation Service,Cedar City,UT,8R06-004,8R06-80248,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,MB,DO,1,,0,,15.72,, -   ,,3.62,,0,,0,,49123,,0,,0,,3125,,0,,0,,0,,0,,0,,11319,,0,,0,,No
City of Moorpark,Moorpark,CA,9227,90227,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"214,811",2,MB,PT,2,,0,,14.65,, -   ,,6.33,,0,,0,,78487,,0,,0,,5358,,0,,0,,0,,0,,0,,33913,,0,,0,,No
Kenmare Wheels & Meals,Kenmare,ND,8R03-027,8R03-80196,Private-Non-Profit Corporation,Rural Reporter,0,2,DR,DO,2,,0,,8.09,, -   ,,5.72,,0,,0,,10986,,0,,0,,1358,,0,,0,,0,,0,,0,,7769,,0,,0,,No
Valley Vista Care Corporation,Saint Maries,ID,0R01-013,0R01-00342,Private-Non-Profit Corporation,Rural Reporter,0,2,DR,DO,2,,0,,9.43,, -   ,,2.55,,0,,0,,12793,,0,,0,,1356,,0,,0,,0,,0,,0,,3460,,0,,0,,No
Cedar Area Transportation Service,Cedar City,UT,8R06-004,8R06-80248,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DR,DO,1,,0,,14.47,, -   ,,2.52,,0,,0,,32166,,0,,0,,2223,,0,,0,,0,,0,,0,,5602,,0,,0,,No
Bay State Cruise Company,,MA,,11238,Private-For-Profit Corporation,Full Reporter,"246,695",2,FB,DO,2,,0,,33.06,,55.74,,22.21,,"47,740",,"46,090",,46090,,0,,"1,394",,1394,,0,,0,,0,,0,,0,,30964,,"1,726,010",,100.4,,No
City of El Dorado Springs,El Dorado Springs,MO,7R03-013,7R03-70177,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DR,DO,2,,0,,12.77,, -   ,,6.43,,0,,0,,23403,,0,,0,,1832,,0,,0,,0,,0,,0,,11784,,0,,0,,No
Berrien County,Nashville,GA,4R03-116,4R03-41128,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DR,PT,2,,0,,23.97,, -   ,,1.39,,0,,0,,86677,,0,,0,,3616,,0,,0,,0,,0,,0,,5021,,0,,0,,No
Town of Goshen,Goshen,NY,2R02-044,2R02-20954,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,MB,DO,2,,0,,14.2,, -   ,,2.31,,0,,0,,11899,,0,,0,,838,,0,,0,,0,,0,,0,,1938,,0,,0,,No
City of Kingman,Kingman,KS,7R02-081,7R02-70266,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DR,DO,2,,0,,4.7,, -   ,,3.83,,0,,0,,11050,,0,,0,,2350,,0,,0,,0,,0,,0,,8996,,0,,0,,No
"Town of Beaver, dba: Beaver City Transit",Beaver,OK,6R04-019,6R04-60193,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DR,DO,2,,0,,2.54,, -   ,,3.56,,0,,0,,5577,,0,,0,,2193,,0,,0,,0,,0,,0,,7799,,0,,0,,No
Pyramid Lake Paiute Tribe,Nixon,NV,9T31,99406,Tribe,Reduced Reporter,0,2,MB,DO,2,,0,,23.29,, -   ,,0.43,,0,,0,,35402,,0,,0,,1520,,0,,0,,0,,0,,0,,659,,0,,0,,No
"City of Houston, dba: Houston Shuttle",Houston,MO,7R03-003,7R03-70165,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DR,DO,2,,0,,9.94,, -   ,,7.8,,0,,0,,16518,,0,,0,,1661,,0,,0,,0,,0,,0,,12964,,0,,0,,No
"Dickey County Senior Citizens, dba: Dickey County Transportation",Ellendale,ND,8R03-003,8R03-80130,Private-Non-Profit Corporation,Rural Reporter,0,2,DR,DO,2,,0,,5.45,, -   ,,2.05,,0,,0,,9249,,0,,0,,1696,,0,,0,,0,,0,,0,,3478,,0,,0,,No
Dowagiac Dial-A--Ride,Dowagiac,MI,5R03-026,5R03-50494,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DR,PT,2,,0,,13.84,, -   ,,6.2,,0,,0,,42336,,0,,0,,3060,,0,,0,,0,,0,,0,,18983,,0,,0,,No
"High Country Senior Citizens, Inc",Dubois,WY,8R05-032,8R05-80131,Private-Non-Profit Corporation,Rural Reporter,0,2,DR,DO,2,,0,,6.38,, -   ,,2.11,,0,,0,,8665,,0,,0,,1359,,0,,0,,0,,0,,0,,2868,,0,,0,,No
City of New Richmond,New Richmond,WI,5R06-029,5R06-50360,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DR,PT,2,,0,,9.62,, -   ,,2.19,,0,,0,,62037,,0,,0,,6451,,0,,0,,0,,0,,0,,14146,,0,,0,,No
City of Wilson,Wilson,KS,7R02-039,7R02-70171,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DR,DO,2,,0,,16.64,, -   ,,1.51,,0,,0,,4610,,0,,0,,277,,0,,0,,0,,0,,0,,418,,0,,0,,No
Clay County Task Force,Clay Center,KS,7R02-020,7R02-70250,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DR,DO,2,,0,,14.64,, -   ,,9.02,,0,,0,,5621,,0,,0,,384,,0,,0,,0,,0,,0,,3465,,0,,0,,No
